timestamp_iso,ts_epoch,dt_s,mpu_num,ok,ax,ay,az,ax_g,ay_g,az_g,gx,gy,gz,gx_dps,gy_dps,gz_dps,kalX_deg,kalY_deg
2025-08-25T14:40:23.891941+03:00,1756122023.891924,0.000002,1,True,17262,-182,-796,1.0535888671875,-0.0111083984375,-0.048583984375,21,16,-21,1.2804878048780488,0.9756097560975611,-1.2804878048780488,-167.23442849191605,-87.38473863580906
2025-08-25T14:40:23.891941+03:00,1756122023.891924,0.000002,2,True,17488,-234,-3634,1.0673828125,-0.0142822265625,-0.2218017578125,-69,9,2,-4.207317073170732,0.5487804878048781,0.12195121951219513,-176.39210709346648,-78.31189970012875
2025-08-25T14:40:23.955052+03:00,1756122023.955040,0.063116,1,True,17286,-202,-776,1.0550537109375,-0.0123291015625,-0.04736328125,20,16,-20,1.2195121951219514,0.9756097560975611,-1.2195121951219514,-167.1537877217249,-87.32320634935971
2025-08-25T14:40:23.955052+03:00,1756122023.955040,0.063116,2,True,17546,-252,-3636,1.0709228515625,-0.015380859375,-0.221923828125,-70,9,2,-4.2682926829268295,0.5487804878048781,0.12195121951219513,-176.66018829918247,-78.27723773092903
2025-08-25T14:40:24.018145+03:00,1756122024.018135,0.063095,1,True,17224,-168,-768,1.05126953125,-0.01025390625,-0.046875,20,15,-21,1.2195121951219514,0.9146341463414634,-1.2804878048780488,-167.07930170364693,-87.2660076668367
2025-08-25T14:40:24.018145+03:00,1756122024.018135,0.063095,2,True,17452,-220,-3602,1.065185546875,-0.013427734375,-0.2198486328125,-70,9,2,-4.2682926829268295,0.5487804878048781,0.12195121951219513,-176.92770794493902,-78.2429259824088
2025-08-25T14:40:24.081130+03:00,1756122024.081117,0.062983,1,True,17300,-178,-774,1.055908203125,-0.0108642578125,-0.0472412109375,21,16,-20,1.2804878048780488,0.9756097560975611,-1.2195121951219514,-166.99898613878295,-87.20562759788953
2025-08-25T14:40:24.081130+03:00,1756122024.081117,0.062983,2,True,17514,-262,-3672,1.0689697265625,-0.0159912109375,-0.22412109375,-70,9,2,-4.2682926829268295,0.5487804878048781,0.12195121951219513,-177.18838807892504,-78.2078625104006
2025-08-25T14:40:24.144172+03:00,1756122024.144158,0.063041,1,True,17282,-196,-772,1.0548095703125,-0.011962890625,-0.047119140625,21,15,-21,1.2804878048780488,0.9146341463414634,-1.2804878048780488,-166.90824880733618,-87.14982143672547
2025-08-25T14:40:24.144172+03:00,1756122024.144158,0.063041,2,True,17502,-222,-3670,1.0682373046875,-0.0135498046875,-0.2239990234375,-70,8,2,-4.2682926829268295,0.48780487804878053,0.12195121951219513,-177.44943916118245,-78.17675391700067
2025-08-25T14:40:24.207109+03:00,1756122024.207098,0.062940,1,True,17266,-148,-766,1.0538330078125,-0.009033203125,-0.0467529296875,20,16,-21,1.2195121951219514,0.9756097560975611,-1.2804878048780488,-166.8558852543136,-87.09202902141293
2025-08-25T14:40:24.207109+03:00,1756122024.207098,0.062940,2,True,17494,-216,-3644,1.0677490234375,-0.01318359375,-0.222412109375,-70,8,3,-4.2682926829268295,0.48780487804878053,0.1829268292682927,-177.70564174663346,-78.14678244782966
2025-08-25T14:40:24.269982+03:00,1756122024.269969,0.062870,1,True,17298,-208,-802,1.0557861328125,-0.0126953125,-0.0489501953125,20,16,-20,1.2195121951219514,0.9756097560975611,-1.2195121951219514,-166.76177819384145,-87.03388635179567
2025-08-25T14:40:24.269982+03:00,1756122024.269969,0.062870,2,True,17540,-246,-3658,1.070556640625,-0.0150146484375,-0.2232666015625,-71,9,2,-4.329268292682928,0.5487804878048781,0.12195121951219513,-177.95264589946163,-78.11338939334757
2025-08-25T14:40:24.332884+03:00,1756122024.332870,0.062901,1,True,17254,-180,-778,1.0531005859375,-0.010986328125,-0.0474853515625,21,16,-21,1.2804878048780488,0.9756097560975611,-1.2804878048780488,-166.68588411408055,-86.978852454509
2025-08-25T14:40:24.332884+03:00,1756122024.332870,0.062901,2,True,17504,-210,-3626,1.068359375,-0.0128173828125,-0.2213134765625,-70,8,2,-4.2682926829268295,0.48780487804878053,0.12195121951219513,-178.1950466258141,-78.08590215012755
2025-08-25T14:40:24.395751+03:00,1756122024.395739,0.062869,1,True,17286,-186,-784,1.0550537109375,-0.0113525390625,-0.0478515625,20,16,-20,1.2195121951219514,0.9756097560975611,-1.2195121951219514,-166.61012290671525,-86.92582358644987
2025-08-25T14:40:24.395751+03:00,1756122024.395739,0.062869,2,True,17536,-250,-3676,1.0703125,-0.0152587890625,-0.224365234375,-70,9,2,-4.2682926829268295,0.5487804878048781,0.12195121951219513,-178.41643367219314,-78.05311664121297
2025-08-25T14:40:24.458732+03:00,1756122024.458719,0.062980,1,True,17272,-180,-754,1.05419921875,-0.010986328125,-0.0460205078125,20,15,-21,1.2195121951219514,0.9146341463414634,-1.2804878048780488,-166.5342943685279,-86.88139102242077
2025-08-25T14:40:24.458732+03:00,1756122024.458719,0.062980,2,True,17472,-224,-3616,1.06640625,-0.013671875,-0.220703125,-70,8,2,-4.2682926829268295,0.48780487804878053,0.12195121951219513,-178.6321632122493,-78.02843389539707
2025-08-25T14:40:24.521611+03:00,1756122024.521599,0.062880,1,True,17270,-170,-770,1.0540771484375,-0.0103759765625,-0.0469970703125,20,16,-21,1.2195121951219514,0.9756097560975611,-1.2804878048780488,-166.48569381919782,-86.83564515892674
2025-08-25T14:40:24.521611+03:00,1756122024.521599,0.062880,2,True,17514,-236,-3636,1.0689697265625,-0.014404296875,-0.221923828125,-70,9,2,-4.2682926829268295,0.5487804878048781,0.12195121951219513,-178.82836815645092,-78.00082399840133
2025-08-25T14:40:24.584505+03:00,1756122024.584494,0.062895,1,True,17280,-194,-794,1.0546875,-0.0118408203125,-0.0484619140625,20,16,-21,1.2195121951219514,0.9756097560975611,-1.2804878048780488,-166.40615876993928,-86.79105854696428
2025-08-25T14:40:24.584505+03:00,1756122024.584494,0.062895,2,True,17516,-224,-3634,1.069091796875,-0.013671875,-0.2218017578125,-70,9,2,-4.2682926829268295,0.5487804878048781,0.12195121951219513,-179.0124507597845,-77.97545607764631
2025-08-25T14:40:24.647346+03:00,1756122024.647333,0.062839,1,True,17256,-174,-774,1.05322265625,-0.0106201171875,-0.0472412109375,20,16,-21,1.2195121951219514,0.9756097560975611,-1.2804878048780488,-166.36348591674252,-86.75303950129123
2025-08-25T14:40:24.647346+03:00,1756122024.647333,0.062839,2,True,17516,-240,-3658,1.069091796875,-0.0146484375,-0.2232666015625,-70,9,2,-4.2682926829268295,0.5487804878048781,0.12195121951219513,-179.16985353244462,-77.94981643244
2025-08-25T14:40:24.710219+03:00,1756122024.710207,0.062874,1,True,17278,-188,-780,1.0545654296875,-0.011474609375,-0.047607421875,20,16,-20,1.2195121951219514,0.9756097560975611,-1.2195121951219514,-166.29522829038228,-86.7188028677285
2025-08-25T14:40:24.710219+03:00,1756122024.710207,0.062874,2,True,17496,-232,-3638,1.06787109375,-0.01416015625,-0.2220458984375,-70,9,4,-4.2682926829268295,0.5487804878048781,0.24390243902439027,-179.3093383742045,-77.92824992651296
2025-08-25T14:40:24.773063+03:00,1756122024.773051,0.062844,1,True,17406,-200,-816,1.0623779296875,-0.01220703125,-0.0498046875,20,12,-28,1.2195121951219514,0.7317073170731708,-1.707317073170732,-166.2216970510014,-86.70008903452684
2025-08-25T14:40:24.773063+03:00,1756122024.773051,0.062844,2,True,17716,-264,-3630,1.081298828125,-0.01611328125,-0.2215576171875,-70,6,-4,-4.2682926829268295,0.3658536585365854,-0.24390243902439027,-179.40467606114322,-77.92693474946701
2025-08-25T14:40:24.835926+03:00,1756122024.835915,0.062864,1,True,17220,-150,-1012,1.051025390625,-0.0091552734375,-0.061767578125,20,16,-20,1.2195121951219514,0.9756097560975611,-1.2195121951219514,-166.39197008526895,-86.6422554116028
2025-08-25T14:40:24.835926+03:00,1756122024.835915,0.062864,2,True,17554,-236,-3642,1.0714111328125,-0.014404296875,-0.2222900390625,-70,9,3,-4.2682926829268295,0.5487804878048781,0.1829268292682927,-179.49384897938165,-77.91148467628858
2025-08-25T14:40:24.898760+03:00,1756122024.898749,0.062834,1,True,17236,-200,-766,1.052001953125,-0.01220703125,-0.0467529296875,20,19,-14,1.2195121951219514,1.1585365853658538,-0.853658536585366,-166.28246358877803,-86.6140159516286
2025-08-25T14:40:24.898760+03:00,1756122024.898749,0.062834,2,True,17502,-218,-3624,1.0682373046875,-0.0133056640625,-0.22119140625,-70,7,-2,-4.2682926829268295,0.426829268292683,-0.12195121951219513,-179.57055867054325,-77.90762944326217
2025-08-25T14:40:24.961689+03:00,1756122024.961676,0.062927,1,True,17248,-196,-756,1.052734375,-0.011962890625,-0.046142578125,20,18,-17,1.2195121951219514,1.0975609756097562,-1.0365853658536586,-166.17773847572226,-86.59798668485757
2025-08-25T14:40:24.961689+03:00,1756122024.961676,0.062927,2,True,17484,-230,-3642,1.067138671875,-0.0140380859375,-0.2222900390625,-70,7,-2,-4.2682926829268295,0.426829268292683,-0.12195121951219513,-179.61373811215827,-77.9027315795192
2025-08-25T14:40:25.024682+03:00,1756122025.024670,0.062994,1,True,17276,-206,-764,1.054443359375,-0.0125732421875,-0.046630859375,20,17,-18,1.2195121951219514,1.0365853658536586,-1.0975609756097562,-166.04191882190116,-86.59042697115457
2025-08-25T14:40:25.024682+03:00,1756122025.024670,0.062994,2,True,17562,-218,-3624,1.0718994140625,-0.0133056640625,-0.22119140625,-69,12,12,-4.207317073170732,0.7317073170731708,0.7317073170731708,-179.6381367732134,-77.88847932071201
2025-08-25T14:40:25.087511+03:00,1756122025.087499,0.062830,1,True,17270,-180,-780,1.0540771484375,-0.010986328125,-0.047607421875,20,17,-18,1.2195121951219514,1.0365853658536586,-1.0975609756097562,-166.03600219542366,-86.58717477285667
2025-08-25T14:40:25.087511+03:00,1756122025.087499,0.062830,2,True,17490,-256,-3640,1.0675048828125,-0.015625,-0.22216796875,-70,9,3,-4.2682926829268295,0.5487804878048781,0.1829268292682927,-179.60613887952704,-77.88261818334317
2025-08-25T14:40:25.150421+03:00,1756122025.150408,0.062909,1,True,17274,-212,-772,1.0543212890625,-0.012939453125,-0.047119140625,19,21,-8,1.1585365853658538,1.2804878048780488,-0.48780487804878053,-165.88575746253198,-86.57528204984594
2025-08-25T14:40:25.150421+03:00,1756122025.150408,0.062909,2,True,17600,-254,-3632,1.07421875,-0.0155029296875,-0.2216796875,-71,7,-3,-4.329268292682928,0.426829268292683,-0.1829268292682927,-179.55516238871084,-77.89307310796447
2025-08-25T14:40:25.214264+03:00,1756122025.214252,0.063844,1,True,17278,-168,-758,1.0545654296875,-0.01025390625,-0.0462646484375,15,18,-14,0.9146341463414634,1.0975609756097562,-0.853658536585366,-165.9495618679342,-86.58555847874447
