2025-08-25T14:31:24.094271+03:00,1756121484.094249,0.000003,True,17156,-200,-736,21,15,-21,-165.54177898442447,-87.42757327624524,True,16838,-218,-3562,-79,1,20,-176.2469645634434,-77.89699416207195
2025-08-25T14:31:24.163835+03:00,1756121484.163824,0.069574,True,17222,-188,-728,20,15,-21,-165.53113155189254,-87.41979311549197,True,17430,-222,-3652,-72,8,5,-176.2857503100763,-77.89332932619487
2025-08-25T14:31:24.226921+03:00,1756121484.226910,0.063087,True,17264,-186,-728,20,15,-21,-165.522147536011,-87.41299114027348,True,17494,-224,-3672,-71,9,3,-176.32077959465929,-77.89003615206545
2025-08-25T14:31:24.289906+03:00,1756121484.289894,0.062984,True,17260,-180,-706,20,14,-20,-165.5137492500683,-87.40742604115484,True,17496,-212,-3698,-71,8,3,-176.35731914411153,-77.88725197845518
2025-08-25T14:31:24.352878+03:00,1756121484.352865,0.062971,True,17254,-180,-728,20,15,-20,-165.50953053340845,-87.40121455772412,True,17538,-268,-3684,-71,9,3,-176.38659771640783,-77.88492297960543
2025-08-25T14:31:24.415835+03:00,1756121484.415824,0.062959,True,17296,-196,-726,20,15,-21,-165.493202331004,-87.39534705091656,True,17514,-242,-3674,-71,9,2,-176.4185439015377,-77.88342511828463
2025-08-25T14:31:24.478528+03:00,1756121484.478516,0.062693,True,17258,-168,-714,20,15,-20,-165.50114887552968,-87.39068238403087,True,17496,-246,-3656,-71,9,2,-176.44826815844613,-77.8832535741132
2025-08-25T14:31:24.541481+03:00,1756121484.541467,0.062951,True,17274,-194,-732,20,15,-21,-165.48644171622414,-87.38535673974918,True,17482,-208,-3638,-70,10,1,-176.4857489945435,-77.88440076202991
2025-08-25T14:31:24.604411+03:00,1756121484.604398,0.062932,True,17272,-182,-712,21,15,-19,-165.4802023851661,-87.38193531030444,True,17538,-250,-3690,-71,9,2,-176.51208691657803,-77.88458851078259
2025-08-25T14:31:24.667216+03:00,1756121484.667203,0.062805,True,17310,-220,-710,20,15,-21,-165.41039171710167,-87.37880325051658,True,17494,-218,-3688,-71,9,1,-176.54738071046825,-77.88521150535394
2025-08-25T14:31:24.729681+03:00,1756121484.729669,0.062465,True,17238,-144,-698,20,15,-20,-165.4751583634288,-87.3788437462162,True,17498,-228,-3654,-70,9,3,-176.57655919267123,-77.889422807647
